"time","output","temperature_room","temperature_labnode"
"2022-09-21 02:59:20+00",877,295.67,305.29
"2022-09-21 02:59:22+00",877,295.678,305.29
"2022-09-21 02:59:24+00",877,295.6875,305.295
"2022-09-21 02:59:26+00",877,295.68,305.3
"2022-09-21 02:59:28+00",877,295.6825,305.3
"2022-09-21 02:59:30+00",877,295.6714285714285,305.305
"2022-09-21 02:59:32+00",877,295.675,305.295
"2022-09-21 02:59:34+00",877,295.68,305.3
"2022-09-21 02:59:36+00",877,295.6816666666667,305.31
"2022-09-21 02:59:38+00",877,295.672,305.31
"2022-09-21 02:59:40+00",877,295.675,305.305
"2022-09-21 02:59:42+00",877,295.68333333333334,305.31
"2022-09-21 02:59:44+00",877,295.67833333333334,305.31
"2022-09-21 02:59:46+00",877,295.68857142857144,305.31
"2022-09-21 02:59:48+00",877,295.675,305.31
"2022-09-21 02:59:50+00",877,295.6857142857143,305.315
"2022-09-21 02:59:52+00",877,295.675,305.305
"2022-09-21 02:59:54+00",877,295.67,305.305
"2022-09-21 02:59:56+00",877,295.6816666666667,305.31
"2022-09-21 02:59:58+00",877,295.6642857142857,305.31
"2022-09-21 03:00:00+00",877,295.68,305.315
"2022-09-21 03:00:02+00",877,295.67600000000004,305.32
"2022-09-21 03:00:04+00",877,295.695,305.325
"2022-09-21 03:00:06+00",877,295.6675,305.325
"2022-09-21 03:00:08+00",877,295.67142857142863,305.33
"2022-09-21 03:00:10+00",877,295.6816666666667,305.33
"2022-09-21 03:00:12+00",877,295.685,305.34000000000003
"2022-09-21 03:00:14+00",877,295.68333333333334,305.355
"2022-09-21 03:00:16+00",877,295.6766666666667,305.35
"2022-09-21 03:00:18+00",877,295.68857142857144,305.34000000000003
"2022-09-21 03:00:20+00",877,295.6925,305.34000000000003
"2022-09-21 03:00:22+00",877,295.6933333333333,305.36
"2022-09-21 03:00:24+00",877,295.695,305.355
"2022-09-21 03:00:26+00",877,295.69666666666666,305.36
"2022-09-21 03:00:28+00",877,295.695,305.37
"2022-09-21 03:00:30+00",877,295.68600000000004,305.375
"2022-09-21 03:00:32+00",877,295.7,305.37
"2022-09-21 03:00:34+00",877,295.7033333333334,305.38
"2022-09-21 03:00:36+00",877,295.6928571428571,305.385
"2022-09-21 03:00:38+00",877,295.69428571428574,305.385
"2022-09-21 03:00:40+00",877,295.6985714285714,305.38
"2022-09-21 03:00:42+00",877,295.69666666666666,305.385
"2022-09-21 03:00:44+00",877,295.7,305.39
"2022-09-21 03:00:46+00",877,295.705,305.385
"2022-09-21 03:00:48+00",877,295.694,305.38
"2022-09-21 03:00:50+00",877,295.71000000000004,305.4
"2022-09-21 03:00:52+00",877,295.705,305.4
"2022-09-21 03:00:54+00",877,295.7,305.4
"2022-09-21 03:00:56+00",877,295.69,305.4
"2022-09-21 03:00:58+00",877,295.69714285714286,305.4
"2022-09-21 03:01:00+00",877,295.70285714285717,305.41
"2022-09-21 03:01:02+00",877,295.70200000000006,305.405
"2022-09-21 03:01:04+00",877,295.71,305.405
"2022-09-21 03:01:06+00",877,295.7,305.405
"2022-09-21 03:01:08+00",877,295.6925,305.4
"2022-09-21 03:01:10+00",877,295.71000000000004,305.4
"2022-09-21 03:01:12+00",877,295.705,305.42
"2022-09-21 03:01:14+00",877,295.70875,305.405
"2022-09-21 03:01:16+00",877,295.705,305.41
"2022-09-21 03:01:18+00",877,295.6975,305.41
"2022-09-21 03:01:20+00",877,295.69,305.405
"2022-09-21 03:01:22+00",877,295.69375,305.41
"2022-09-21 03:01:24+00",877,295.6985714285714,305.41
"2022-09-21 03:01:26+00",877,295.69666666666666,305.4
"2022-09-21 03:01:28+00",877,295.706,305.415
"2022-09-21 03:01:30+00",877,295.70500000000004,305.42
"2022-09-21 03:01:32+00",877,295.7033333333333,305.41
"2022-09-21 03:01:34+00",877,295.705,305.415
"2022-09-21 03:01:36+00",877,295.695,305.415
"2022-09-21 03:01:38+00",877,295.70166666666665,305.42
"2022-09-21 03:01:40+00",877,295.6975,305.42
"2022-09-21 03:01:42+00",877,295.69,305.43
"2022-09-21 03:01:44+00",877,295.688,305.42
"2022-09-21 03:01:46+00",877,295.69,305.425
"2022-09-21 03:01:48+00",877,295.7011111111111,305.435
"2022-09-21 03:01:50+00",877,295.7128571428571,305.43
"2022-09-21 03:01:52+00",877,295.71000000000004,305.43
"2022-09-21 03:01:54+00",877,295.6975,305.435
"2022-09-21 03:01:56+00",877,295.7033333333333,305.43
"2022-09-21 03:01:58+00",877,295.716,305.43
"2022-09-21 03:02:00+00",877,295.7166666666667,305.44
"2022-09-21 03:02:02+00",877,295.71333333333337,305.44
"2022-09-21 03:02:04+00",877,295.7114285714286,305.44
"2022-09-21 03:02:06+00",877,295.71,305.445
"2022-09-21 03:02:08+00",877,295.71125,305.45
"2022-09-21 03:02:10+00",877,295.718,305.45
"2022-09-21 03:02:12+00",877,295.71999999999997,305.44
"2022-09-21 03:02:14+00",877,295.71,305.455
"2022-09-21 03:02:16+00",877,295.72,305.45
"2022-09-21 03:02:18+00",877,295.7133333333333,305.445
"2022-09-21 03:02:20+00",877,295.71500000000003,305.46
"2022-09-21 03:02:22+00",877,295.7133333333333,305.45
"2022-09-21 03:02:24+00",877,295.7185714285714,305.45
"2022-09-21 03:02:26+00",877,295.71285714285716,305.46
"2022-09-21 03:02:28+00",877,295.7275,305.46
"2022-09-21 03:02:30+00",877,295.7266666666667,305.455
"2022-09-21 03:02:32+00",877,295.72,305.45
"2022-09-21 03:02:34+00",877,295.7125,305.46000000000004
"2022-09-21 03:02:36+00",877,295.7275,305.46500000000003
"2022-09-21 03:02:38+00",877,295.72,305.46500000000003
"2022-09-21 03:02:40+00",877,295.71999999999997,305.47
"2022-09-21 03:02:42+00",877,295.72,305.47
"2022-09-21 03:02:44+00",877,295.7366666666667,305.47
"2022-09-21 03:02:46+00",877,295.73,305.47
"2022-09-21 03:02:48+00",877,295.73,305.47
"2022-09-21 03:02:50+00",877,295.75,305.475
"2022-09-21 03:02:52+00",877,295.73400000000004,305.475
"2022-09-21 03:02:54+00",877,295.73857142857145,305.49
"2022-09-21 03:02:56+00",877,295.73,305.48
"2022-09-21 03:02:58+00",877,295.746,305.495
"2022-09-21 03:03:00+00",877,295.73857142857145,305.495
"2022-09-21 03:03:02+00",877,295.7416666666667,305.5
"2022-09-21 03:03:04+00",877,295.735,305.48
"2022-09-21 03:03:06+00",877,295.745,305.49
"2022-09-21 03:03:08+00",877,295.7475,305.485
"2022-09-21 03:03:10+00",877,295.746,305.49
"2022-09-21 03:03:12+00",877,295.75,305.5
"2022-09-21 03:03:14+00",877,295.74833333333333,305.5
"2022-09-21 03:03:16+00",877,295.7475,305.5
"2022-09-21 03:03:18+00",877,295.7528571428571,305.51
"2022-09-21 03:03:20+00",877,295.75714285714287,305.505
"2022-09-21 03:03:22+00",877,295.7542857142857,305.51
"2022-09-21 03:03:24+00",877,295.75714285714287,305.51
"2022-09-21 03:03:26+00",877,295.75666666666666,305.51
"2022-09-21 03:03:28+00",877,295.76,305.51
"2022-09-21 03:03:30+00",877,295.76,305.505
"2022-09-21 03:03:32+00",877,295.7625,305.505
"2022-09-21 03:03:34+00",877,295.765,305.52
"2022-09-21 03:03:36+00",877,295.758,305.51
"2022-09-21 03:03:38+00",877,295.77714285714285,305.515
"2022-09-21 03:03:40+00",877,295.77,305.52
"2022-09-21 03:03:42+00",877,295.77,305.51
"2022-09-21 03:03:44+00",877,295.765,305.51
"2022-09-21 03:03:46+00",877,295.768,305.52
"2022-09-21 03:03:48+00",877,295.77166666666665,305.525
"2022-09-21 03:03:50+00",877,295.7783333333333,305.525
"2022-09-21 03:03:52+00",877,295.78,305.525
"2022-09-21 03:03:54+00",877,295.78599999999994,305.525
"2022-09-21 03:03:56+00",877,295.77,305.53
"2022-09-21 03:03:58+00",877,295.78599999999994,305.53
"2022-09-21 03:04:00+00",877,295.78999999999996,305.53
"2022-09-21 03:04:02+00",877,295.78714285714284,305.52
"2022-09-21 03:04:04+00",877,295.7885714285714,305.53499999999997
"2022-09-21 03:04:06+00",877,295.78999999999996,305.54
"2022-09-21 03:04:08+00",877,295.79799999999994,305.53999999999996
"2022-09-21 03:04:10+00",877,295.78999999999996,305.53499999999997
"2022-09-21 03:04:12+00",877,295.8016666666667,305.53499999999997
"2022-09-21 03:04:14+00",877,295.79499999999996,305.53
"2022-09-21 03:04:16+00",877,295.80333333333334,305.53
"2022-09-21 03:04:18+00",877,295.805,305.53
"2022-09-21 03:04:20+00",877,295.79749999999996,305.53
"2022-09-21 03:04:22+00",877,295.79599999999994,305.53499999999997
"2022-09-21 03:04:24+00",877,295.8014285714286,305.545
"2022-09-21 03:04:26+00",877,295.80249999999995,305.53
"2022-09-21 03:04:28+00",877,295.80833333333334,305.53499999999997
"2022-09-21 03:04:30+00",877,295.8125,305.53
"2022-09-21 03:04:32+00",877,295.802,305.54
"2022-09-21 03:04:34+00",877,295.8,305.55
"2022-09-21 03:04:36+00",877,295.81142857142856,305.55
"2022-09-21 03:04:38+00",877,295.812,305.555
"2022-09-21 03:04:40+00",877,295.81666666666666,305.55
"2022-09-21 03:04:42+00",877,295.818,305.56
"2022-09-21 03:04:44+00",877,295.8225,305.565
"2022-09-21 03:04:46+00",877,295.8183333333333,305.555
"2022-09-21 03:04:48+00",877,295.82714285714286,305.57
"2022-09-21 03:04:50+00",877,295.83666666666664,305.565
"2022-09-21 03:04:52+00",877,295.8225,305.57
"2022-09-21 03:04:54+00",877,295.83599999999996,305.57
"2022-09-21 03:04:56+00",877,295.8442857142858,305.565
"2022-09-21 03:04:58+00",877,295.84625,305.57
"2022-09-21 03:05:00+00",877,295.8333333333333,305.565
"2022-09-21 03:05:02+00",877,295.82,305.57
"2022-09-21 03:05:04+00",877,295.8233333333333,305.57
"2022-09-21 03:05:06+00",877,295.84,305.57
"2022-09-21 03:05:08+00",877,295.844,305.575
"2022-09-21 03:05:10+00",877,295.84,305.57
"2022-09-21 03:05:12+00",877,295.8516666666667,305.57
"2022-09-21 03:05:14+00",877,295.85249999999996,305.585
"2022-09-21 03:05:16+00",877,295.8533333333333,305.58
"2022-09-21 03:05:18+00",877,295.8533333333333,305.58
"2022-09-21 03:05:20+00",877,295.86400000000003,305.58
"2022-09-21 03:05:22+00",877,295.8566666666667,305.58
"2022-09-21 03:05:24+00",877,295.85714285714283,305.59
"2022-09-21 03:05:26+00",877,295.86999999999995,305.58
"2022-09-21 03:05:28+00",877,295.872,305.59
"2022-09-21 03:05:30+00",877,295.875,305.58
"2022-09-21 03:05:32+00",877,295.8733333333333,305.58
"2022-09-21 03:05:34+00",877,295.8642857142857,305.575
"2022-09-21 03:05:36+00",877,295.872,305.575
"2022-09-21 03:05:38+00",877,295.88,305.585
"2022-09-21 03:05:40+00",877,295.8771428571428,305.59
"2022-09-21 03:05:42+00",877,295.875,305.595
"2022-09-21 03:05:44+00",877,295.8775,305.595
"2022-09-21 03:05:46+00",877,295.87571428571425,305.595
"2022-09-21 03:05:48+00",877,295.88599999999997,305.6
"2022-09-21 03:05:50+00",877,295.8871428571428,305.605
"2022-09-21 03:05:52+00",877,295.872,305.605
"2022-09-21 03:05:54+00",877,295.88166666666666,305.6
"2022-09-21 03:05:56+00",877,295.89,305.6
"2022-09-21 03:05:58+00",877,295.904,305.605
"2022-09-21 03:06:00+00",877,295.90000000000003,305.605
"2022-09-21 03:06:02+00",877,295.878,305.605
"2022-09-21 03:06:04+00",877,295.8925,305.605
"2022-09-21 03:06:06+00",877,295.896,305.61
"2022-09-21 03:06:08+00",877,295.90000000000003,305.615
"2022-09-21 03:06:10+00",877,295.90400000000005,305.615
"2022-09-21 03:06:12+00",877,295.9,305.615
"2022-09-21 03:06:14+00",877,295.904,305.61
"2022-09-21 03:06:16+00",877,295.91833333333335,305.62
"2022-09-21 03:06:18+00",877,295.90625,305.625
"2022-09-21 03:06:20+00",877,295.908,305.625
"2022-09-21 03:06:22+00",877,295.90000000000003,305.63
"2022-09-21 03:06:24+00",877,295.90166666666664,305.62
"2022-09-21 03:06:26+00",877,295.915,305.615
"2022-09-21 03:06:28+00",877,295.92,305.615
"2022-09-21 03:06:30+00",877,295.90500000000003,305.615
"2022-09-21 03:06:32+00",877,295.91,305.61
"2022-09-21 03:06:34+00",877,295.905,305.615
"2022-09-21 03:06:36+00",877,295.9225,305.61
"2022-09-21 03:06:38+00",877,295.91999999999996,305.61
"2022-09-21 03:06:40+00",877,295.90999999999997,305.61
"2022-09-21 03:06:42+00",877,295.90400000000005,305.605
"2022-09-21 03:06:44+00",877,295.90200000000004,305.61
"2022-09-21 03:06:46+00",877,295.90500000000003,305.615
"2022-09-21 03:06:48+00",877,295.9116666666667,305.61
"2022-09-21 03:06:50+00",877,295.915,305.605
"2022-09-21 03:06:52+00",877,295.91333333333336,305.615
"2022-09-21 03:06:54+00",877,295.9128571428572,305.615
"2022-09-21 03:06:56+00",877,295.93,305.6
"2022-09-21 03:06:58+00",877,295.91333333333336,305.61
"2022-09-21 03:07:00+00",877,295.92428571428576,305.61
"2022-09-21 03:07:02+00",877,295.91499999999996,305.61
"2022-09-21 03:07:04+00",877,295.91,305.61
"2022-09-21 03:07:06+00",877,295.92571428571426,305.62
"2022-09-21 03:07:08+00",877,295.934,305.62
"2022-09-21 03:07:10+00",877,295.9271428571429,305.62
"2022-09-21 03:07:12+00",877,295.9375,305.62
"2022-09-21 03:07:14+00",877,295.93,305.62
"2022-09-21 03:07:16+00",877,295.93833333333333,305.625
"2022-09-21 03:07:18+00",877,295.9375,305.625
"2022-09-21 03:07:20+00",877,295.94,305.62
"2022-09-21 03:07:22+00",877,295.94500000000005,305.62
"2022-09-21 03:07:24+00",877,295.93600000000004,305.62
"2022-09-21 03:07:26+00",877,295.9485714285714,305.625
"2022-09-21 03:07:28+00",877,295.93666666666667,305.64
"2022-09-21 03:07:30+00",877,295.93,305.625
"2022-09-21 03:07:32+00",877,295.946,305.625
"2022-09-21 03:07:34+00",877,295.95571428571435,305.63
"2022-09-21 03:07:36+00",877,295.96000000000004,305.63
"2022-09-21 03:07:38+00",877,295.96142857142866,305.62
"2022-09-21 03:07:40+00",877,295.96750000000003,305.63
"2022-09-21 03:07:42+00",877,295.956,305.625
"2022-09-21 03:07:44+00",877,295.96333333333337,305.64
"2022-09-21 03:07:46+00",877,295.9533333333334,305.635
"2022-09-21 03:07:48+00",877,295.94800000000004,305.63
"2022-09-21 03:07:50+00",877,295.96000000000004,305.63
"2022-09-21 03:07:52+00",877,295.9533333333334,305.64
"2022-09-21 03:07:54+00",877,295.956,305.65
"2022-09-21 03:07:56+00",877,295.97,305.66
"2022-09-21 03:07:58+00",877,295.956,305.66
"2022-09-21 03:08:00+00",877,295.95,305.65
"2022-09-21 03:08:02+00",877,295.955,305.645
"2022-09-21 03:08:04+00",877,295.95250000000004,305.665
"2022-09-21 03:08:06+00",877,295.9671428571429,305.67
"2022-09-21 03:08:08+00",877,295.96333333333337,305.665
"2022-09-21 03:08:10+00",877,295.95500000000004,305.67
"2022-09-21 03:08:12+00",877,295.95250000000004,305.67
"2022-09-21 03:08:14+00",877,295.946,305.665
"2022-09-21 03:08:16+00",877,295.9616666666667,305.68
"2022-09-21 03:08:18+00",877,295.96,305.675
"2022-09-21 03:08:20+00",877,295.96833333333336,305.67
"2022-09-21 03:08:22+00",877,295.97,305.675
"2022-09-21 03:08:24+00",877,295.9716666666667,305.68
"2022-09-21 03:08:26+00",877,295.966,305.67
"2022-09-21 03:08:28+00",877,295.96625000000006,305.675
"2022-09-21 03:08:30+00",877,295.96833333333336,305.68
"2022-09-21 03:08:32+00",877,295.9757142857143,305.685
"2022-09-21 03:08:34+00",877,295.98,305.68
"2022-09-21 03:08:36+00",877,295.98,305.685
"2022-09-21 03:08:38+00",877,295.97200000000004,305.685
"2022-09-21 03:08:40+00",877,295.9766666666667,305.69
"2022-09-21 03:08:42+00",877,295.98,305.69
"2022-09-21 03:08:44+00",877,295.9757142857143,305.685
"2022-09-21 03:08:46+00",877,295.97333333333336,305.7
"2022-09-21 03:08:48+00",877,295.9666666666667,305.705
"2022-09-21 03:08:50+00",877,295.97333333333336,305.695
"2022-09-21 03:08:52+00",877,295.9616666666667,305.7
"2022-09-21 03:08:54+00",877,295.9766666666667,305.705
"2022-09-21 03:08:56+00",877,295.986,305.7
"2022-09-21 03:08:58+00",877,295.97833333333335,305.695
"2022-09-21 03:09:00+00",877,295.978,305.7
"2022-09-21 03:09:02+00",877,295.97,305.7
"2022-09-21 03:09:04+00",877,295.97857142857146,305.7
"2022-09-21 03:09:06+00",877,295.99,305.705
"2022-09-21 03:09:08+00",877,295.988,305.71
"2022-09-21 03:09:10+00",877,295.986,305.71000000000004
"2022-09-21 03:09:12+00",877,295.99,305.71
"2022-09-21 03:09:14+00",877,295.98428571428576,305.71000000000004
"2022-09-21 03:09:16+00",877,295.995,305.705
"2022-09-21 03:09:18+00",877,295.9925,305.705
"2022-09-21 03:09:20+00",877,295.9816666666667,305.71500000000003
"2022-09-21 03:09:22+00",877,295.98,305.725
"2022-09-21 03:09:24+00",877,295.985,305.72
"2022-09-21 03:09:26+00",877,295.9866666666667,305.72
"2022-09-21 03:09:28+00",877,295.99375000000003,305.72
"2022-09-21 03:09:30+00",877,295.99000000000007,305.73
"2022-09-21 03:09:32+00",877,295.996,305.71500000000003
"2022-09-21 03:09:34+00",877,295.9866666666667,305.72
"2022-09-21 03:09:36+00",877,296.01,305.725
"2022-09-21 03:09:38+00",877,295.985,305.72
"2022-09-21 03:09:40+00",877,295.99,305.72
"2022-09-21 03:09:42+00",877,296,305.725
"2022-09-21 03:09:44+00",877,296.00333333333333,305.72
"2022-09-21 03:09:46+00",877,296.006,305.735
"2022-09-21 03:09:48+00",877,295.998,305.74
"2022-09-21 03:09:50+00",877,296,305.73
"2022-09-21 03:09:52+00",877,295.9925,305.72
"2022-09-21 03:09:54+00",877,296.00333333333333,305.73
"2022-09-21 03:09:56+00",877,296.005,305.725
"2022-09-21 03:09:58+00",877,295.99,305.725
"2022-09-21 03:10:00+00",877,295.998,305.73
"2022-09-21 03:10:02+00",877,296.006,305.725
"2022-09-21 03:10:04+00",877,296,305.74
"2022-09-21 03:10:06+00",877,295.9957142857143,305.735
"2022-09-21 03:10:08+00",877,296.005,305.75
"2022-09-21 03:10:10+00",877,295.99,305.735
"2022-09-21 03:10:12+00",877,295.99142857142857,305.735
"2022-09-21 03:10:14+00",877,295.99833333333333,305.745
"2022-09-21 03:10:16+00",877,295.992,305.735
"2022-09-21 03:10:18+00",877,295.9866666666667,305.73
"2022-09-21 03:10:20+00",877,295.98750000000007,305.73
"2022-09-21 03:10:22+00",877,295.99285714285713,305.725
"2022-09-21 03:10:24+00",877,295.998,305.73
"2022-09-21 03:10:26+00",877,295.994,305.73
"2022-09-21 03:10:28+00",877,295.99833333333333,305.73
"2022-09-21 03:10:30+00",877,295.99333333333334,305.725
"2022-09-21 03:10:32+00",877,295.99285714285713,305.73
"2022-09-21 03:10:34+00",877,295.9875,305.72
"2022-09-21 03:10:36+00",877,295.99333333333334,305.73
"2022-09-21 03:10:38+00",877,295.98833333333334,305.725
"2022-09-21 03:10:40+00",877,295.98833333333334,305.725
"2022-09-21 03:10:42+00",877,295.98833333333334,305.725
"2022-09-21 03:10:44+00",877,296,305.73
"2022-09-21 03:10:46+00",877,296,305.73
"2022-09-21 03:10:48+00",877,295.98833333333334,305.73
"2022-09-21 03:10:50+00",877,295.9925,305.73
"2022-09-21 03:10:52+00",877,296,305.74
"2022-09-21 03:10:54+00",877,295.99285714285713,305.74
"2022-09-21 03:10:56+00",877,295.988,305.745
"2022-09-21 03:10:58+00",877,295.988,305.74
"2022-09-21 03:11:00+00",877,295.9975,305.74
"2022-09-21 03:11:02+00",877,295.996,305.75
"2022-09-21 03:11:04+00",877,295.99833333333333,305.75
"2022-09-21 03:11:06+00",877,295.98857142857145,305.745
"2022-09-21 03:11:08+00",877,295.992,305.74
"2022-09-21 03:11:10+00",877,296,305.74
"2022-09-21 03:11:12+00",877,296.002,305.745
"2022-09-21 03:11:14+00",877,296,305.74
"2022-09-21 03:11:16+00",877,296.005,305.745
"2022-09-21 03:11:18+00",877,295.9971428571429,305.735
"2022-09-21 03:11:20+00",877,295.9925,305.74
"2022-09-21 03:11:22+00",877,295.982,305.74
"2022-09-21 03:11:24+00",877,295.99,305.745
"2022-09-21 03:11:26+00",877,295.996,305.735
"2022-09-21 03:11:28+00",877,295.995,305.74
"2022-09-21 03:11:30+00",877,295.98333333333335,305.74
"2022-09-21 03:11:32+00",877,295.9866666666667,305.75
"2022-09-21 03:11:34+00",877,295.994,305.75
"2022-09-21 03:11:36+00",877,295.99833333333333,305.755
"2022-09-21 03:11:38+00",877,295.99142857142857,305.755
"2022-09-21 03:11:40+00",877,295.99000000000007,305.75
"2022-09-21 03:11:42+00",877,295.99,305.76
"2022-09-21 03:11:44+00",877,295.99142857142857,305.765
"2022-09-21 03:11:46+00",877,295.986,305.765
"2022-09-21 03:11:48+00",877,295.99,305.76
"2022-09-21 03:11:50+00",877,295.975,305.765
"2022-09-21 03:11:52+00",877,295.9825,305.765
"2022-09-21 03:11:54+00",877,295.9971428571429,305.76
"2022-09-21 03:11:56+00",877,295.985,305.77
"2022-09-21 03:11:58+00",877,295.988,305.77
"2022-09-21 03:12:00+00",877,295.98,305.77
"2022-09-21 03:12:02+00",877,295.99142857142857,305.78499999999997
"2022-09-21 03:12:04+00",877,295.9766666666667,305.775
"2022-09-21 03:12:06+00",877,295.99,305.775
"2022-09-21 03:12:08+00",877,295.98,305.78
"2022-09-21 03:12:10+00",877,295.9871428571428,305.8
"2022-09-21 03:12:12+00",877,295.99000000000007,305.8
"2022-09-21 03:12:14+00",877,295.99000000000007,305.78
"2022-09-21 03:12:16+00",877,296,305.78999999999996
"2022-09-21 03:12:18+00",877,295.982,305.78999999999996
"2022-09-21 03:12:20+00",877,295.98875000000004,305.78
"2022-09-21 03:12:22+00",877,295.985,305.78
"2022-09-21 03:12:24+00",877,295.99125000000004,305.78499999999997
"2022-09-21 03:12:26+00",877,295.985,305.8
"2022-09-21 03:12:28+00",877,295.9957142857143,305.805
"2022-09-21 03:12:30+00",877,295.996,305.8
"2022-09-21 03:12:32+00",877,296,305.805
"2022-09-21 03:12:34+00",877,295.9925,305.805
"2022-09-21 03:12:36+00",877,295.98833333333334,305.805
"2022-09-21 03:12:38+00",877,295.99750000000006,305.81
"2022-09-21 03:12:40+00",877,295.995,305.81
"2022-09-21 03:12:42+00",877,295.99125000000004,305.82
"2022-09-21 03:12:44+00",877,296.00125,305.815
"2022-09-21 03:12:46+00",877,295.995,305.82
"2022-09-21 03:12:48+00",877,295.9975,305.82
"2022-09-21 03:12:50+00",877,296.01142857142855,305.805
"2022-09-21 03:12:52+00",877,296.00166666666667,305.815
"2022-09-21 03:12:54+00",877,296.015,305.82
"2022-09-21 03:12:56+00",877,296.00714285714287,305.82
"2022-09-21 03:12:58+00",877,296.0083333333333,305.815
"2022-09-21 03:13:00+00",877,296.002,305.83
"2022-09-21 03:13:02+00",877,296.01142857142855,305.83
"2022-09-21 03:13:04+00",877,296.01,305.83
"2022-09-21 03:13:06+00",877,296.014,305.83
"2022-09-21 03:13:08+00",877,296.025,305.83
"2022-09-21 03:13:10+00",877,296.004,305.83
"2022-09-21 03:13:12+00",877,296.01142857142855,305.825
"2022-09-21 03:13:14+00",877,296.0042857142857,305.83
"2022-09-21 03:13:16+00",877,296.00624999999997,305.825
"2022-09-21 03:13:18+00",877,296.00666666666666,305.84
"2022-09-21 03:13:20+00",877,296.0133333333333,305.835
"2022-09-21 03:13:22+00",877,296.015,305.84000000000003
"2022-09-21 03:13:24+00",877,296.0057142857143,305.825
"2022-09-21 03:13:26+00",877,296.02,305.84000000000003
"2022-09-21 03:13:28+00",877,295.99666666666667,305.845
"2022-09-21 03:13:30+00",877,296.0028571428571,305.85
"2022-09-21 03:13:32+00",877,296.01,305.84
"2022-09-21 03:13:34+00",877,296.0142857142857,305.84
"2022-09-21 03:13:36+00",877,296,305.83
"2022-09-21 03:13:38+00",877,296.0025,305.84
"2022-09-21 03:13:40+00",877,296.0025,305.84000000000003
"2022-09-21 03:13:42+00",877,296.01,305.83
"2022-09-21 03:13:44+00",877,296.005,305.835
"2022-09-21 03:13:46+00",877,295.995,305.83
"2022-09-21 03:13:48+00",877,295.99,305.825
"2022-09-21 03:13:50+00",877,296.005,305.83
"2022-09-21 03:13:52+00",877,295.9957142857143,305.84
"2022-09-21 03:13:54+00",877,296.005,305.82
"2022-09-21 03:13:56+00",877,295.9985714285714,305.825
"2022-09-21 03:13:58+00",877,296.005,305.83
"2022-09-21 03:14:00+00",877,295.99285714285713,305.825
"2022-09-21 03:14:02+00",877,296.00999999999993,305.83
"2022-09-21 03:14:04+00",877,295.99333333333334,305.82
"2022-09-21 03:14:06+00",877,295.995,305.835
"2022-09-21 03:14:08+00",877,295.99666666666667,305.825
"2022-09-21 03:14:10+00",877,296.00714285714287,305.83
"2022-09-21 03:14:12+00",877,296,305.82
"2022-09-21 03:14:14+00",877,295.994,305.84
"2022-09-21 03:14:16+00",877,296.00166666666667,305.83
"2022-09-21 03:14:18+00",877,296.008,305.835
"2022-09-21 03:14:20+00",877,296.015,305.835
"2022-09-21 03:14:22+00",877,296.0042857142857,305.835
"2022-09-21 03:14:24+00",877,296,305.835
"2022-09-21 03:14:26+00",877,295.9971428571429,305.835
"2022-09-21 03:14:28+00",877,295.99285714285713,305.835
"2022-09-21 03:14:30+00",877,295.99333333333334,305.84
"2022-09-21 03:14:32+00",877,296,305.84
"2022-09-21 03:14:34+00",877,295.9985714285714,305.835
"2022-09-21 03:14:36+00",877,296.004,305.84000000000003
"2022-09-21 03:14:38+00",877,296.004,305.84
"2022-09-21 03:14:40+00",877,296.015,305.835
"2022-09-21 03:14:42+00",877,295.9971428571429,305.835
"2022-09-21 03:14:44+00",877,296,305.835
"2022-09-21 03:14:46+00",877,296.01,305.85
"2022-09-21 03:14:48+00",877,296.005,305.83
"2022-09-21 03:14:50+00",877,296.01142857142855,305.84
"2022-09-21 03:14:52+00",877,296.0133333333333,305.85
"2022-09-21 03:14:54+00",877,296.02125,305.845
"2022-09-21 03:14:56+00",877,296.015,305.85
"2022-09-21 03:14:58+00",877,296.01,305.855
"2022-09-21 03:15:00+00",877,296.02,305.85
"2022-09-21 03:15:02+00",877,296.01,305.855
"2022-09-21 03:15:04+00",877,296.01166666666666,305.855
"2022-09-21 03:15:06+00",877,296.0183333333333,305.85
"2022-09-21 03:15:08+00",877,296.02,305.855
"2022-09-21 03:15:10+00",877,296.025,305.86
"2022-09-21 03:15:12+00",877,296.01599999999996,305.855
"2022-09-21 03:15:14+00",877,296.015,305.845
"2022-09-21 03:15:16+00",877,296.0175,305.86
"2022-09-21 03:15:18+00",877,296.01714285714286,305.86
"2022-09-21 03:15:20+00",877,296.0283333333333,305.86
"2022-09-21 03:15:22+00",877,296.0185714285714,305.855
"2022-09-21 03:15:24+00",877,296.03,305.855
"2022-09-21 03:15:26+00",877,296.015,305.86
"2022-09-21 03:15:28+00",877,296.0228571428571,305.86
"2022-09-21 03:15:30+00",877,296.03666666666663,305.865
"2022-09-21 03:15:32+00",877,296.03000000000003,305.875
"2022-09-21 03:15:34+00",877,296.0257142857143,305.865
"2022-09-21 03:15:36+00",877,296.03000000000003,305.865
"2022-09-21 03:15:38+00",877,296.03,305.87
"2022-09-21 03:15:40+00",877,296.02875000000006,305.87
"2022-09-21 03:15:42+00",877,296.022,305.87
"2022-09-21 03:15:44+00",877,296.03,305.86
"2022-09-21 03:15:46+00",877,296.0275,305.87
"2022-09-21 03:15:48+00",877,296.03,305.865
"2022-09-21 03:15:50+00",877,296.0285714285714,305.87
